route_code,cost,start_location,end_location,estimated_travel_time,distance,avg_traffic_density,avg_fuel_consumption,historical_delays,weather_risk_factor,time_of_day_efficiency,day_of_week_efficiency,seasonal_factors,complexity_score,historical_incidents,id_x,vehicle_id,driver_id,route_id,start_time,end_time,actual_duration,expected_duration,start_fuel_level,end_fuel_level,fuel_consumed,actual_distance,planned_distance,average_speed,max_speed,idle_time,weather_conditions,traffic_conditions,on_time_status,cargo_weight,cargo_type,maintenance_issues_reported,driver_fatigue_score,id_y,name,email,license_number,total_trips_driver,total_earnings,safety_score,on_time_delivery_rate,experience_years,rest_compliance_rate,avg_speed_profile,harsh_braking_events,harsh_acceleration_events,fuel_efficiency_score,route_adherence,customer_satisfaction,training_level,certifications,preferred_routes,fatigue_score,id_merged,license_plate,model,capacity,category,status,total_trips_vehicle,total_distance_travelled,manufacture_year,fuel_efficiency,maintenance_score,last_maintenance_date,maintenance_frequency,engine_hours,idle_time_percentage,avg_speed,emissions_data,tire_wear_rate,breakdown_frequency,sensor_data_json,operational_cost_per_mile,driver_id_vehicles,route_id_vehicles,id_vehicles
R113,472.8964739958368,Butare,Gisenyi,5,487.5479426030595,0.4922571815698384,14.5599898320513,5.675416684420396,0.5113049090384324,"{""0"": 0.9013206644376809, ""1"": 0.7233786177256968, ""2"": 0.9403344830053244, ""3"": 0.7020977903329958, ""4"": 0.9546392535148194, ""5"": 0.8724924160241755, ""6"": 0.9213635606885977, ""7"": 0.9898794410902482, ""8"": 0.8846281008473783, ""9"": 0.8779903536379584, ""10"": 0.9830190482869108, ""11"": 0.8356353519963374, ""12"": 0.9351572564536497, ""13"": 0.9815643452023839, ""14"": 0.8537925304001688, ""15"": 0.7635009460331716, ""16"": 0.8648593722413327, ""17"": 0.8460483758407634, ""18"": 0.8852273096507975, ""19"": 0.8354831108558107, ""20"": 0.9443780173770147, ""21"": 0.9697225341638123, ""22"": 0.831927091018749, ""23"": 0.8630203239738297}","{""0"": 0.852211993891201, ""1"": 0.9002100853637874, ""2"": 0.821789796394285, ""3"": 0.8535732602002113, ""4"": 0.8539463055136381, ""5"": 0.9685158954002953, ""6"": 0.8138641655165103}","{""winter"": 0.8818865961568589, ""spring"": 0.9459425636688814, ""summer"": 0.9513998571971922, ""fall"": 0.9385467654245236}",3.765581428655613,1,113,585,86,113,2025-01-16 18:59:02.818730,,300.0,300.0,66.53794457783593,,,,487.5479426030595,,,,Fog,Light,True,3622.16767257535,General,,0.3585091844654163,66,Ndagijimana Eric,driverb2a95fe9@example.com,DL00086,71,18252.79,0.772551988191089,0.8095753102827785,4.248406668838317,0.8828695412875618,"{""highway"": 65.31157816721718, ""city"": 24.451219650410778, ""residential"": 17.77923797797057}",41,5,0.9189271358544222,0.9073686023219478,3.6342416192590727,3,['Basic'],"[""R404"", ""R299"", ""R013""]",0.345370850943293,86,VEH0585,Nissan Patrol,86,Cab,inactive,225,37431.92853819961,2017,7.594258626831848,0.543273339315903,2025-03-10,86,8417.71930168772,0.2975473862389234,52.13650238813439,"{""co2"": 296.02880993115707, ""nox"": 25.339311946775894}",0.0099860732225931,0.0010981917045297,"{""engine_temp"": 193.6306549262009, ""oil_pressure"": 37.65611679598806, ""battery"": 12.104164494297445}",1.4638251311648516,86.0,498.0,585
R114,485.7300216835089,Nyanza,Kirehe,4,483.04103206959456,0.7303754175831254,14.109856088354766,7.319093240659999,0.1981518616144307,"{""0"": 0.8960991093908934, ""1"": 0.9605455050289454, ""2"": 0.894930525318756, ""3"": 0.9439221575702506, ""4"": 0.9864728774116315, ""5"": 0.7541239149471362, ""6"": 0.8098157248835919, ""7"": 0.8194856063840896, ""8"": 0.9686770437922466, ""9"": 0.8273094724932885, ""10"": 0.9626850955796977, ""11"": 0.8341425501987869, ""12"": 0.8453883427613551, ""13"": 0.8391583214815894, ""14"": 0.8643099070016478, ""15"": 0.9778390887970773, ""16"": 0.7429801411429715, ""17"": 0.9375961811893081, ""18"": 0.9430070997070557, ""19"": 0.7379399983358119, ""20"": 0.9805869220338512, ""21"": 0.984455768344474, ""22"": 0.8331041349221274, ""23"": 0.9262003115645518}","{""0"": 0.8561480226676346, ""1"": 0.9987401398811385, ""2"": 0.9616147797485645, ""3"": 0.9953872065067073, ""4"": 0.9251459867329082, ""5"": 0.8571484638257669, ""6"": 0.8492960076709423}","{""winter"": 0.8210842343870123, ""spring"": 0.9471763518663828, ""summer"": 0.9590422081500495, ""fall"": 0.8833194623022852}",7.415624570888863,16,114,824,900,114,2024-09-14 10:16:31.818730,2024-09-14 14:55:07.768992,278.5991710404772,240.0,55.36965899335537,36.900672586459976,18.4689864068954,465.66937944123663,483.04103206959456,100.28803266760195,134.78824597694577,50.29879769776729,Rain,Light,False,1699.312715292617,General,,0.1078646645210961,90,Ndagijimana Jacqueline,driver1a29158f@example.com,DL00900,71,1259.14,0.9395638283702028,0.7152195713476821,18.061311732213618,0.7756217086116931,"{""highway"": 64.11328473675476, ""city"": 32.85984597897288, ""residential"": 15.521271096694683}",4,31,0.6508608580282264,0.884393316464088,4.053636946579774,4,['Basic'],"[""R142"", ""R177"", ""R161""]",0.4643463105336134,900,VEH0824,YuTong,45,Coach,maintenance,183,5204.243459200696,2012,18.75156290348299,0.7051989108218449,2024-12-14,168,14278.691953642832,0.2738811628578694,39.10923020174034,"{""co2"": 170.60081119631758, ""nox"": 42.57924765873578}",0.008150757413523,0.0151052977996486,"{""engine_temp"": 205.77662219332777, ""oil_pressure"": 59.41142751504995, ""battery"": 13.033372700893574}",1.1265488845013536,900.0,86.0,824
R114,485.7300216835089,Nyanza,Kirehe,4,483.04103206959456,0.7303754175831254,14.109856088354766,7.319093240659999,0.1981518616144307,"{""0"": 0.8960991093908934, ""1"": 0.9605455050289454, ""2"": 0.894930525318756, ""3"": 0.9439221575702506, ""4"": 0.9864728774116315, ""5"": 0.7541239149471362, ""6"": 0.8098157248835919, ""7"": 0.8194856063840896, ""8"": 0.9686770437922466, ""9"": 0.8273094724932885, ""10"": 0.9626850955796977, ""11"": 0.8341425501987869, ""12"": 0.8453883427613551, ""13"": 0.8391583214815894, ""14"": 0.8643099070016478, ""15"": 0.9778390887970773, ""16"": 0.7429801411429715, ""17"": 0.9375961811893081, ""18"": 0.9430070997070557, ""19"": 0.7379399983358119, ""20"": 0.9805869220338512, ""21"": 0.984455768344474, ""22"": 0.8331041349221274, ""23"": 0.9262003115645518}","{""0"": 0.8561480226676346, ""1"": 0.9987401398811385, ""2"": 0.9616147797485645, ""3"": 0.9953872065067073, ""4"": 0.9251459867329082, ""5"": 0.8571484638257669, ""6"": 0.8492960076709423}","{""winter"": 0.8210842343870123, ""spring"": 0.9471763518663828, ""summer"": 0.9590422081500495, ""fall"": 0.8833194623022852}",7.415624570888863,16,114,359,170,114,2024-06-25 12:09:36.818730,2024-06-25 15:28:38.896937,199.0346367894516,240.0,76.69683291143309,54.469356266205466,22.227476645227625,504.2911459638164,483.04103206959456,152.02112178010896,167.5921572342781,20.615692068404297,Clear,Light,True,4375.699182719269,Fragile,Tire pressure warning,0.3615751611608837,92,Umuhoza Odette,driver2927fa8f@example.com,DL00170,71,1207.72,0.8333837071919117,0.9062411825491112,1.130852622469963,0.9052070399858838,"{""highway"": 59.33448726779625, ""city"": 31.659537386336606, ""residential"": 23.426727690636383}",16,6,0.6289823752251177,0.9447970458857342,4.307959794014693,1,"['Basic', 'Advanced']","[""R024"", ""R414"", ""R441""]",0.3114007959462184,170,VEH0359,Isuzu D-Max,94,Cab,active,71,31979.824276252693,2018,5.120830443752136,0.8342171465402324,2024-12-13,162,17331.511062854188,0.2544227757299722,33.98620712647385,"{""co2"": 130.95551673604518, ""nox"": 26.669713491440294}",0.0014396223630389,0.0072601254489064,"{""engine_temp"": 217.1486477473111, ""oil_pressure"": 55.33628896829556, ""battery"": 12.442960324247656}",0.8655370361547131,170.0,68.0,359
R116,130.6825553946221,Musanze,Kibuye,1,284.08325253005376,0.625789969387321,20.709829249143382,31.165022374469835,0.6495732127777141,"{""0"": 0.7689758547746652, ""1"": 0.7124549450064539, ""2"": 0.8361307549247844, ""3"": 0.8991974468224848, ""4"": 0.9888790344765677, ""5"": 0.9007568572282008, ""6"": 0.8942895357127425, ""7"": 0.8745363550440322, ""8"": 0.8747481076021782, ""9"": 0.9939911354084063, ""10"": 0.8298528641368216, ""11"": 0.8944331027226328, ""12"": 0.8764405259456067, ""13"": 0.724961293111943, ""14"": 0.8373558645007746, ""15"": 0.9782782887470876, ""16"": 0.8445937487313948, ""17"": 0.8436780874188713, ""18"": 0.7253439034800523, ""19"": 0.8468714788729058, ""20"": 0.795820882108394, ""21"": 0.7149296345490568, ""22"": 0.9320220710446767, ""23"": 0.780133409939089}","{""0"": 0.9541575874645857, ""1"": 0.9278964512316445, ""2"": 0.8835182975884515, ""3"": 0.8264759455203065, ""4"": 0.8334314638694788, ""5"": 0.9024404382068795, ""6"": 0.8992389628899525}","{""winter"": 0.7676642080962645, ""spring"": 0.9867210088121053, ""summer"": 0.9413369932605657, ""fall"": 0.9279666860835538}",1.3183406226010108,18,116,812,342,116,2024-09-12 01:14:22.818730,2024-09-12 02:03:05.367996,48.7091544375097,60.0,52.40179309155843,29.60179854483452,22.79999454672392,309.4018987953869,284.08325253005376,381.1216626956565,526.1146396357522,5.482526545566369,Fog,Light,True,2152.4356769503893,Perishable,,0.2138894587144861,52,Ndagijimana Odette,driver195bb59f@example.com,DL00342,180,28361.35,0.8316607230746689,0.9820249931978304,18.048126507670403,0.7473584284991367,"{""highway"": 70.6798266362562, ""city"": 26.80244089092801, ""residential"": 18.329489682818018}",18,22,0.733310382401553,0.8338859169896635,3.359918490216521,4,"['Basic', 'Advanced']","[""R373"", ""R377"", ""R301""]",0.2185260199899141,342,VEH0812,Isuzu D-Max,51,Coaster,active,247,29565.472292287,2020,15.661283959481572,0.6429215132487677,2025-01-16,32,17926.71556223217,0.1867959258591485,59.73417387449264,"{""co2"": 217.32711290470513, ""nox"": 41.1514412215688}",0.0096147548893012,0.0222392646750573,"{""engine_temp"": 199.26730886044882, ""oil_pressure"": 57.02026015036847, ""battery"": 12.437698979654334}",0.8037645029586591,342.0,450.0,812
R117,434.9359381890966,Karongi,Karongi,4,184.25630414361476,0.2328496736883681,10.698246860874388,48.23688129070524,0.3261043702998816,"{""0"": 0.765016619131288, ""1"": 0.9307578285413819, ""2"": 0.7260095123346146, ""3"": 0.9938439455084083, ""4"": 0.9751379168090717, ""5"": 0.9364176975989971, ""6"": 0.8391974638733359, ""7"": 0.9916442441856381, ""8"": 0.9891890871316695, ""9"": 0.8098558993219525, ""10"": 0.777483585048946, ""11"": 0.8994598287817022, ""12"": 0.7376120035543758, ""13"": 0.8193972867356409, ""14"": 0.867916888542877, ""15"": 0.9234007691384226, ""16"": 0.7779758222818878, ""17"": 0.8369065114821381, ""18"": 0.8201505795909264, ""19"": 0.919704502794334, ""20"": 0.9323642687491522, ""21"": 0.8587175504202083, ""22"": 0.8040580702736825, ""23"": 0.8777775407761277}","{""0"": 0.9658495369383353, ""1"": 0.9946556378732078, ""2"": 0.924873826625244, ""3"": 0.8883253606590312, ""4"": 0.9552768237291922, ""5"": 0.8388958151870599, ""6"": 0.92657722905557}","{""winter"": 0.7060834821236401, ""spring"": 0.9768444711486609, ""summer"": 0.9208745377866355, ""fall"": 0.8169927867297936}",7.307142887304938,9,117,695,167,117,2024-04-30 13:27:37.818730,2024-04-30 17:58:50.267036,271.2074717592165,240.0,87.13100748262232,62.27614724523637,24.85486023738595,177.70054335541664,184.25630414361476,39.3131963959716,54.42643005766993,49.65730130980724,Rain,Heavy,False,3950.685888088092,General,Check engine light,0.5329771665393701,70,Munyaneza Claude,driverd20a5fe5@example.com,DL00167,87,49692.27,0.8700699968440722,0.7259126419835792,4.55655847077193,0.8903534543131194,"{""highway"": 56.459166792376806, ""city"": 21.547019561967883, ""residential"": 19.483824605054323}",8,19,0.6641857710669236,0.9651807755311532,4.681890257536152,4,['Basic'],"[""R187"", ""R404"", ""R494""]",0.3550210998595898,167,VEH0695,Toyota Hilux,53,Coaster,maintenance,73,17305.32379684683,2014,5.232260822911213,0.8755443145715542,2025-03-24,104,12944.696044740922,0.1573314389593695,39.410452659275286,"{""co2"": 209.58202490884975, ""nox"": 13.638087967373199}",0.00911178078194,0.0121172665533638,"{""engine_temp"": 195.40419234109177, ""oil_pressure"": 63.43555188377753, ""battery"": 13.959289476355163}",0.6142187578977367,167.0,214.0,695
R117,434.9359381890966,Karongi,Karongi,4,184.25630414361476,0.2328496736883681,10.698246860874388,48.23688129070524,0.3261043702998816,"{""0"": 0.765016619131288, ""1"": 0.9307578285413819, ""2"": 0.7260095123346146, ""3"": 0.9938439455084083, ""4"": 0.9751379168090717, ""5"": 0.9364176975989971, ""6"": 0.8391974638733359, ""7"": 0.9916442441856381, ""8"": 0.9891890871316695, ""9"": 0.8098558993219525, ""10"": 0.777483585048946, ""11"": 0.8994598287817022, ""12"": 0.7376120035543758, ""13"": 0.8193972867356409, ""14"": 0.867916888542877, ""15"": 0.9234007691384226, ""16"": 0.7779758222818878, ""17"": 0.8369065114821381, ""18"": 0.8201505795909264, ""19"": 0.919704502794334, ""20"": 0.9323642687491522, ""21"": 0.8587175504202083, ""22"": 0.8040580702736825, ""23"": 0.8777775407761277}","{""0"": 0.9658495369383353, ""1"": 0.9946556378732078, ""2"": 0.924873826625244, ""3"": 0.8883253606590312, ""4"": 0.9552768237291922, ""5"": 0.8388958151870599, ""6"": 0.92657722905557}","{""winter"": 0.7060834821236401, ""spring"": 0.9768444711486609, ""summer"": 0.9208745377866355, ""fall"": 0.8169927867297936}",7.307142887304938,9,117,1129,83,117,2024-11-11 13:01:27.818730,2024-11-11 17:04:24.021711,242.9367163456853,240.0,99.05063339715684,84.29824459451035,14.75238880264648,199.48879224418909,184.25630414361476,49.26932295248308,62.468152191526585,45.72683807477051,Rain,Moderate,True,6217.178675136357,Perishable,,0.4611235949933592,77,Rwigema Eric,driverf1ef08fb@example.com,DL00083,143,2931.15,0.6260826840515865,0.9780219490664964,8.951698863872897,0.8249885958374148,"{""highway"": 61.90768866712837, ""city"": 23.517778785608805, ""residential"": 18.04644948373225}",42,22,0.8284781748187968,0.8052038766047291,3.1690791909209004,2,"['Basic', 'Advanced']","[""R409"", ""R177"", ""R457""]",0.246677773738333,83,VEH1129,Isuzu D-Max,85,Coaster,active,284,81698.23346229002,2023,10.580654440147878,0.7026776400670338,2025-02-04,135,15764.891044206388,0.0956076958428717,44.64520216626123,"{""co2"": 103.25159115193969, ""nox"": 22.761170802023592}",0.0026249588042452,0.0403117925636269,"{""engine_temp"": 217.6407023740723, ""oil_pressure"": 34.720206864035625, ""battery"": 12.976551922180347}",0.583645919395275,83.0,282.0,1129
R119,389.3539260923456,Nyundo,Kirehe,5,103.74750345734756,0.8798018890451953,13.853111517868465,13.728729845597858,0.2608595675484771,"{""0"": 0.8283535746989346, ""1"": 0.8245936431730269, ""2"": 0.9955370934881147, ""3"": 0.7886965875659707, ""4"": 0.7071120529418851, ""5"": 0.8535781117931318, ""6"": 0.9402980758978211, ""7"": 0.9950116529256479, ""8"": 0.9356422376217421, ""9"": 0.930537982611046, ""10"": 0.7854362838444399, ""11"": 0.7616827956017516, ""12"": 0.9579742580306112, ""13"": 0.9710274006085126, ""14"": 0.7726708564169543, ""15"": 0.8142468305900545, ""16"": 0.7146867525555483, ""17"": 0.9782450395642075, ""18"": 0.879464852012515, ""19"": 0.7632837955579673, ""20"": 0.7559335879040561, ""21"": 0.9645023431671148, ""22"": 0.8318903940312397, ""23"": 0.8124959519117357}","{""0"": 0.9576748625553775, ""1"": 0.9543492702919922, ""2"": 0.8659057200149086, ""3"": 0.8425755906901381, ""4"": 0.9120352413230055, ""5"": 0.922277777967635, ""6"": 0.9265028756672863}","{""winter"": 0.8546216926161828, ""spring"": 0.9215931110502893, ""summer"": 0.9426283359358835, ""fall"": 0.9265317760508158}",8.95502282339942,4,119,13,716,119,2025-01-15 15:23:28.818730,2025-01-15 20:23:00.207540,299.523146826623,300.0,85.88189399454222,47.9016358969121,37.98025809763013,98.96385297521846,103.74750345734756,19.82428150018797,25.270357090291046,33.52192611852403,Clear,Heavy,True,978.6507588391232,Fragile,,0.2080795900995094,13,Rwigema Thierry,driver0c6c8fea@example.com,DL00716,168,36019.3,0.8081689329345818,0.8561933311471912,2.308634737315429,0.8385634373174391,"{""highway"": 72.26141025968914, ""city"": 21.59118674906596, ""residential"": 24.568858848846915}",44,14,0.8296420005700698,0.9949885808873106,3.1702749496528435,4,['Basic'],"[""R393"", ""R046"", ""R480""]",0.4998216243775523,716,VEH0013,Isuzu D-Max,55,Coaster,active,21,47333.44014600323,2010,18.496269414005397,0.5454886278973423,2024-10-17,71,9927.23453314036,0.222516480675298,59.03728756209806,"{""co2"": 269.76211868967107, ""nox"": 10.27564426436848}",0.0054365597926992,0.0221207664650233,"{""engine_temp"": 201.75238150808465, ""oil_pressure"": 62.13441054227389, ""battery"": 12.61613722774341}",1.4376006320755503,716.0,,13
R122,180.74941800436648,Rwamagana,Karongi,10,399.41773137125904,0.7985432731328932,21.25266855763803,17.42320464477817,0.3969757660169065,"{""0"": 0.7393019393959828, ""1"": 0.8118609336046498, ""2"": 0.7901515351437157, ""3"": 0.8341426675833294, ""4"": 0.87730449944812, ""5"": 0.7233366896409703, ""6"": 0.7387666819013898, ""7"": 0.9883983225858253, ""8"": 0.7670125272040206, ""9"": 0.8068843638037961, ""10"": 0.8780272487281459, ""11"": 0.8967181686044444, ""12"": 0.9979749410708669, ""13"": 0.8134680459577576, ""14"": 0.7100305142695166, ""15"": 0.8778695656860278, ""16"": 0.7150295929171077, ""17"": 0.9637823899740393, ""18"": 0.943530946506824, ""19"": 0.9622441170646236, ""20"": 0.9422272263467073, ""21"": 0.920376921954983, ""22"": 0.8775509723555188, ""23"": 0.7440423570762924}","{""0"": 0.9799971500957769, ""1"": 0.8196637694543742, ""2"": 0.8009089563108461, ""3"": 0.9993575687491489, ""4"": 0.8288847152314586, ""5"": 0.8343874114503761, ""6"": 0.89662137676835}","{""winter"": 0.820683578872089, ""spring"": 0.886754483605921, ""summer"": 0.9084571559361375, ""fall"": 0.8451040865135225}",3.9774725096113785,19,122,878,439,122,2025-03-11 05:45:14.818730,2025-03-11 14:31:09.875951,525.9176203459222,600.0,86.04693172391625,51.19137427690073,34.855557447015514,436.8848076094536,399.41773137125904,49.84257503927243,57.124749095593366,33.27416553179455,Clear,Heavy,True,5566.150162396558,General,,0.6764753112537188,17,Iyamuremye Odette,driver959034c4@example.com,DL00439,137,39873.82,0.8986434872651194,0.99744959775896,2.81781497972659,0.8363319331694965,"{""highway"": 68.23668818095675, ""city"": 33.59555931078271, ""residential"": 15.051201465453172}",7,9,0.6218135194753315,0.893476359155501,4.592010950109579,1,['Basic'],"[""R057"", ""R405"", ""R319""]",0.4086563262440962,439,VEH0878,Nissan Patrol,50,Cab,maintenance,151,6471.659055005432,2015,15.937193179313097,0.8541526884182091,2024-12-19,101,19006.73224688164,0.1639436200397856,43.67876201561746,"{""co2"": 134.44458948949983, ""nox"": 35.397318755185026}",0.0075368608138831,0.0278542865561708,"{""engine_temp"": 206.14148622029504, ""oil_pressure"": 42.880840003528675, ""battery"": 13.502646787243618}",1.8602757315064904,439.0,486.0,878
R125,274.98459520168296,Kayonza,Karongi,10,152.7759226039744,0.8008125185820155,19.88375520015395,45.14135463212315,0.5650932287611555,"{""0"": 0.9400284375809154, ""1"": 0.9372551765911967, ""2"": 0.8309254248259148, ""3"": 0.9439612709622495, ""4"": 0.8903484963331673, ""5"": 0.7943263698936924, ""6"": 0.966923812060662, ""7"": 0.7591256531209462, ""8"": 0.9697815726363124, ""9"": 0.8605677661936288, ""10"": 0.7502272590988541, ""11"": 0.8334425888257739, ""12"": 0.7278945254256647, ""13"": 0.9331514237864798, ""14"": 0.7708290561945719, ""15"": 0.8665308755519003, ""16"": 0.7245472115644744, ""17"": 0.8423777077162302, ""18"": 0.9260197376689918, ""19"": 0.843902179534329, ""20"": 0.7324157472259175, ""21"": 0.7377932829909568, ""22"": 0.8644552187117078, ""23"": 0.9297280687180025}","{""0"": 0.8479590999086105, ""1"": 0.985576927206145, ""2"": 0.8264022472348718, ""3"": 0.9665026569485208, ""4"": 0.9335859420162251, ""5"": 0.9889364193676851, ""6"": 0.9513894562766319}","{""winter"": 0.8797217877819612, ""spring"": 0.8837964017394253, ""summer"": 0.9652589611626351, ""fall"": 0.922983385806996}",7.411885492665322,12,125,816,779,125,2025-01-21 03:07:31.818730,2025-01-21 14:06:23.080490,658.8543626702996,600.0,98.30854143399796,87.74744471417822,10.561096719819744,158.61390740645,152.7759226039744,14.444519128348498,17.487849770785665,125.62337460925002,Fog,Light,True,4347.151398128313,Perishable,,0.2786271924502898,84,Umuhoza Odette,driver7e74399e@example.com,DL00779,49,16613.71,0.886000298162908,0.9173270851844032,11.01661481043404,0.7710181068765434,"{""highway"": 67.18505550678532, ""city"": 26.66734114297654, ""residential"": 20.9084309559232}",35,13,0.9900053515834076,0.8374747350121693,3.9782866924515408,1,"['Basic', 'Advanced']","[""R364"", ""R146"", ""R427""]",0.4681607821766221,779,VEH0816,YuTong,77,Cab,active,130,48460.26084378106,2017,15.070772903750392,0.9198772260854776,2025-01-30,135,1349.9059509717367,0.265098493634458,43.86210726034251,"{""co2"": 122.5924422455995, ""nox"": 12.608990174714329}",0.0088490871680262,0.0353155667741544,"{""engine_temp"": 209.182493681125, ""oil_pressure"": 51.66862815817697, ""battery"": 13.44304280271388}",1.4054415695684508,779.0,,816
R135,497.5820972405332,Kibuye,Gisenyi,1,402.6474743636953,0.3704386095599064,25.016041988877145,40.81083045906443,0.3505297612326787,"{""0"": 0.8973281034719126, ""1"": 0.7511924806640576, ""2"": 0.7295796291840981, ""3"": 0.7094815051000848, ""4"": 0.7856038600880841, ""5"": 0.7804192800817632, ""6"": 0.9366606112678793, ""7"": 0.7451050359167847, ""8"": 0.7026626708973261, ""9"": 0.9432565078486759, ""10"": 0.918513312471834, ""11"": 0.9997645026133611, ""12"": 0.7479842407925726, ""13"": 0.925309718425724, ""14"": 0.9796204288577867, ""15"": 0.8428638861023814, ""16"": 0.7060291851076904, ""17"": 0.7689613930959862, ""18"": 0.9050841004804618, ""19"": 0.8734806634868818, ""20"": 0.8177789189710784, ""21"": 0.9312437635371464, ""22"": 0.8894100051945284, ""23"": 0.7318612320867167}","{""0"": 0.9885785328499153, ""1"": 0.8342928446866553, ""2"": 0.9309188351482034, ""3"": 0.9663862155335879, ""4"": 0.9296390079908264, ""5"": 0.8508397881328559, ""6"": 0.9723317919211228}","{""winter"": 0.862095191781487, ""spring"": 0.9952989938020078, ""summer"": 0.9246405937827684, ""fall"": 0.9244824013207857}",2.320919244347699,10,135,1020,572,135,2024-09-13 13:52:16.818730,2024-09-13 14:51:41.327642,59.40848187128059,60.0,70.03301786878461,44.53338522672461,25.49963264206,383.7163706565392,402.6474743636953,387.5369562426436,514.292066687989,5.379030689188864,Rain,Heavy,True,4526.154247058708,Fragile,,0.1949523163565175,71,Mukamana Alice,driver188f250f@example.com,DL00572,124,25364.43,0.6871926145654119,0.7144644834150882,18.672000573322592,0.9687444504033385,"{""highway"": 69.90944240488616, ""city"": 25.157293521325307, ""residential"": 17.142763571557317}",25,6,0.8646267340606608,0.8615140326073341,3.379410176931639,4,"['Basic', 'Advanced']","[""R139"", ""R470"", ""R395""]",0.1766072402916257,572,VEH1020,Toyota Hilux,51,Coaster,active,155,11581.57178147284,2022,18.37789547535341,0.6191410483510893,2025-03-13,127,6025.224495080703,0.1092167404669472,34.885406291299915,"{""co2"": 149.11868322082034, ""nox"": 29.50700460493732}",0.0051848175925023,0.0185354016061765,"{""engine_temp"": 193.51586736239665, ""oil_pressure"": 46.72537612471236, ""battery"": 13.435052828651795}",1.453996105374307,572.0,55.0,1020
R137,168.88707197101064,Nyamagabe,Nyundo,6,303.0138286666403,0.6542400100523056,19.33853182208084,21.40052665320241,0.4257397731283103,"{""0"": 0.9403469117741432, ""1"": 0.9598068925680705, ""2"": 0.9735562218858924, ""3"": 0.778593332654399, ""4"": 0.8676929374119787, ""5"": 0.7600434354065513, ""6"": 0.8129543444978437, ""7"": 0.8562241353586925, ""8"": 0.9616223878398265, ""9"": 0.8312664664164355, ""10"": 0.7434338807251842, ""11"": 0.7957175831645464, ""12"": 0.7634709084458182, ""13"": 0.7007358752116872, ""14"": 0.8985216098156295, ""15"": 0.986364218529592, ""16"": 0.7420466533015772, ""17"": 0.820384192842845, ""18"": 0.8884607367855102, ""19"": 0.8066344305470468, ""20"": 0.7025004349543847, ""21"": 0.9064485109958219, ""22"": 0.9856405635138257, ""23"": 0.8787848681943947}","{""0"": 0.889718890242342, ""1"": 0.8443289241509954, ""2"": 0.8652528839957465, ""3"": 0.9549190780430953, ""4"": 0.8174215967800644, ""5"": 0.8360092075527565, ""6"": 0.8111900734233961}","{""winter"": 0.8804021227119342, ""spring"": 0.8416917150392876, ""summer"": 0.9459983632288065, ""fall"": 0.9212401661345291}",9.759364606796847,13,137,182,910,137,2025-03-10 23:10:31.818730,2025-03-11 04:21:27.645945,310.9304535908706,360.0,70.38903087583634,59.23799339377919,11.151037482057156,312.7513874040925,303.0138286666403,60.35138413600707,86.35803293068177,16.619656365314082,Fog,Moderate,True,3459.135433991133,Fragile,,0.1675417849555662,53,Iyamuremye Anitha,drivercbcab1dc@example.com,DL00910,47,25290.47,0.5530137532091929,0.9676593336500215,16.148170010146586,0.8832413192305071,"{""highway"": 71.39884330688093, ""city"": 22.888717072086187, ""residential"": 22.742160032601127}",20,22,0.9692196474670218,0.879092022942477,4.982023283069212,3,"['Basic', 'Advanced']","[""R333"", ""R064"", ""R322""]",0.3874602965794586,910,VEH0182,Toyota Land Cruiser,53,Coaster,active,268,52249.37277959771,2013,6.70715975346919,0.5181270461341868,2025-02-03,125,7631.939206892149,0.0992791756642087,30.33621064892025,"{""co2"": 167.39333829757518, ""nox"": 27.248459064182367}",0.0096507882365374,0.0112355385362387,"{""engine_temp"": 188.02122069740747, ""oil_pressure"": 69.107991052399, ""battery"": 13.5752201262289}",0.5744245514678096,910.0,374.0,182
